scan_idx,phant_id,breast_radius_mm,localization_error_mm,iou,dice,scr_db,smr_db,cnr,peak_intensity,tvsvd_rank_removed,blob_threshold_used,runtime_sec
54,A13F12,43.8,38.98956648388604,0.0,0.0,5.536024444395462,5.291176074341962,2.570574418853202,168.3683582767528,7,0.39947059518483097,0.10286240000004909
55,A13F12,43.8,49.89766165996575,0.0,0.0,4.79210568615159,4.656336337866331,2.204757198594834,209.3144396156076,5,0.41216224717274985,0.0914679999996224
56,A13F12,43.8,40.34373616915506,0.0,0.0,8.082838976390946,7.147747148460923,5.058694287144633,239.1393753477985,6,0.2238773059441429,0.09333389999937935
57,A13F12,43.8,36.42463573184321,0.0,0.0,5.689525954478551,5.169367772427132,2.9350996693826743,150.0205787602765,6,0.47031823456626065,0.08879320000050939
58,A13F12,43.8,15.297557253987643,0.009508716323296355,0.018838304552590265,5.512215053392804,5.14689225379299,2.5215089709569742,132.66222178228347,5,0.35720541138671913,0.09054370000012568
59,A2F11,48.5,43.450745841351214,0.0,0.0,4.716864424240537,4.506574559482878,1.9398819373209688,123.25041283719048,9,0.3109658508495417,0.09117590000005293
60,A2F11,48.5,19.82366369744641,0.05976520811099253,0.11278952668680765,5.948575832572887,5.5087912615028305,2.6323998573648706,449.51074691881826,6,0.29413108118664194,0.09255420000044978
61,A2F11,48.5,51.08569374017436,0.0,0.0,5.73988051339999,5.162975887014815,2.5078736375246273,598.6673324290765,5,0.25106098113066716,0.08752520000052755
62,A13F4,43.8,32.304717521074956,0.0,0.0,5.179505535191233,4.932559892837614,2.599292013913465,113.21677146860041,6,0.4928745720128005,0.08784399999967718
63,A13F4,43.8,41.85953976905616,0.0,0.0,5.616250966911953,5.186076639219292,3.283966858621099,138.67802605035723,6,0.42142294617588877,0.08859909999955562
64,A13F4,43.8,22.569788245774774,0.0,0.0,6.025097939991989,5.597468607693516,3.307152123140922,161.0175478267556,6,0.4222263522023947,0.08717599999999948
65,A13F4,43.8,15.733655619817776,0.0,0.0,6.363710037051113,6.013760276766439,4.2302698519000685,199.6016767839817,6,0.34265615557454215,0.0885573999994449
66,A13F4,43.8,67.41787315603166,0.0,0.0,5.711814966914575,5.414785659536522,2.4768957485526246,190.9753601156814,6,0.31710144556005876,0.0951004999997167
67,A13F4,43.8,16.947235896053602,0.012154696132596685,0.024017467248908297,6.161162568447338,5.80152107190277,3.1806815936443305,188.72996768810845,7,0.46858537951757634,0.09151190000011411
68,A13F4,43.8,42.81336522874205,0.0,0.0,5.559665112589332,5.003150875827326,2.953026853034862,127.66663471360002,7,0.4750886800004454,0.09364569999979722
69,A14F12,45.4,63.61563771879056,0.0,0.0,7.029610832255168,6.579110767791838,5.014682122183419,302.0645331574513,5,0.2547951365821182,0.09346270000060031
70,A14F12,45.4,30.93157191607106,0.0,0.0,5.6773724758011666,5.379646435925089,2.717881760177195,217.69709206082553,6,0.336793447898822,0.09509009999965201
71,A14F12,45.4,81.1174448293545,0.0,0.0,6.234952633446687,5.88708316954794,2.9213091211950695,244.5633334398218,5,0.37923855173785376,0.09325410000019474
72,A14F12,45.4,12.418125843172422,0.0,0.0,6.346481366740782,6.085791077402602,3.5001671359981925,171.52251187298225,6,0.42281751771063,0.09008709999943676
73,A14F12,45.4,66.39338733062885,0.0,0.0,6.987022963231523,6.564641598523634,4.393797992606959,376.51861777221495,6,0.3209814695553258,0.08956429999943794
74,A14F12,45.4,45.07750044005281,0.0,0.0,5.45853234528317,5.25339645658998,3.11189135438026,338.8878101283971,5,0.41668941512132757,0.09261330000026646
75,A14F12,45.4,31.81025111106035,0.0,0.0,5.988055731410833,5.485323961349875,3.4309106090928885,313.03792690042116,6,0.47238161845012266,0.09276479999971343
76,A13F2,43.8,58.512655825191025,0.0,0.0,5.638395653687716,5.253581037797394,2.918247015973424,185.86178781871578,5,0.37949204019935895,0.08989799999926618
77,A13F2,43.8,66.7077616942032,0.0,0.0,6.107579855522784,5.545342707200932,3.540156501787266,100.46104132872752,5,0.4290709222794486,0.09052530000008119
78,A13F2,43.8,20.741779268141247,0.01678183613030602,0.03300970873786408,5.428236064658022,5.102805746314198,2.727343650596362,160.89574865777948,5,0.46425391767999097,0.09043199999996432
79,A13F2,43.8,70.10738794667272,0.0,0.0,6.69132637883198,6.053553281593763,4.098793468069969,430.9556745444372,6,0.31346973453817817,0.08967649999976857
80,A11F1,33.1,13.904011987433654,0.14529520295202952,0.25372533225936367,6.431306685293222,5.87982626361231,4.142447224032498,230.0657102634809,6,0.38974002292194376,0.08818410000003496
